Date,Year,SolarDay,Period,State ,Site,Exclosure/Control,Rep,Order,Total Number,Size Class <5mm,Size Class >5mm,BigFrac,Notes,EXCLUDE
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,3,Amphipoda,4,2,2,0.5,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,3,Diptera,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,3,Hemiptera,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,3,Spider,4,0,4,1,,no
5/28/2014,2014,158,1,ME,Bunny,Control,1,Coleoptera,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,1,Isopoda,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,1,Snail,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,1,Snail,3,2,1,0.333333333,,no
5/28/2014,2014,158,1,ME,Bunny,Control,1,Spider,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,2,Hemiptera,5,5,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,2,Isopoda,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,2,Spider,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Amphipoda,1,0,1,1,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Coleoptera,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Hemiptera,3,3,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Isopoda,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Spider,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Bunny,Control,3,Spider,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,1,Amphipoda,2,2,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,1,Hemiptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,1,Snail,1,0,1,1,,no
6/27/2014,2014,188,2,ME,Bunny,Control,2,Amphipoda,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,2,Hymenoptera,2,2,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,2,Spider,4,4,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,3,Amphipoda,4,0,4,1,,no
6/27/2014,2014,188,2,ME,Bunny,Control,3,Isopoda,3,3,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Control,3,Spider,3,2,1,0.333333333,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,1,Hemiptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,1,Isopoda,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,1,Snail,4,1,3,0.75,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,1,Spider,3,2,1,0.333333333,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,2,Orthoptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Bunny,Exclosure,3,Spider,2,2,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,1,Amphipoda,5,5,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,1,Diptera,8,8,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,1,Hemiptera,67,67,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,1,Hymenoptera,2,2,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,1,Spider,7,7,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Amphipoda,3,2,1,0.333333333,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Diptera,14,14,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Hemiptera,139,138,1,0.007194245,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Isopoda,3,3,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Orthoptera,4,3,1,0.25,,no
7/30/2014,2014,221,3,ME,Bunny,Control,2,Spider,4,4,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Diptera,17,16,1,0.058823529,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Hemiptera,73,73,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Isopoda,9,7,2,0.222222222,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Snail,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Spider,7,6,1,0.142857143,,no
7/30/2014,2014,221,3,ME,Bunny,Control,3,Unknown,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Amphipoda,12,12,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Coleoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Diptera,5,5,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Hemiptera,102,101,1,0.009803922,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Hymenoptera,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Isopoda,4,3,1,0.25,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,1,Spider,21,21,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Amphipoda,3,3,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Coleoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Coleoptera Larvae,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Diptera,4,4,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Hemiptera,157,155,2,0.012738854,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Hymenoptera,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Isopoda,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,2,Spider,7,7,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Amphipoda,5,5,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Diptera,10,10,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Hemiptera,108,105,3,0.027777778,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Hymenoptera,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Isopoda,5,5,0,0,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Orthoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Snail,4,0,4,1,,no
7/30/2014,2014,221,3,ME,Bunny,Exclosure,3,Spider,10,9,1,0.1,,no
8/19/2014,2014,241,4,ME,Bunny,Control,1,Diptera,34,34,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,1,Hemiptera,8,8,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,1,Snail,2,0,2,1,,no
8/19/2014,2014,241,4,ME,Bunny,Control,1,Spider,19,16,3,0.157894737,,no
8/19/2014,2014,241,4,ME,Bunny,Control,1,Unknown Larvae,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Amphipoda,8,0,8,1,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Coleoptera,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Collembola,5,5,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Diptera,15,14,1,0.066666667,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Hemiptera,7,7,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Isopoda,3,3,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Snail,5,0,5,1,,no
8/19/2014,2014,241,4,ME,Bunny,Control,2,Spider,28,23,5,0.178571429,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Amphipoda,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Diptera,5,5,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Hemiptera,12,12,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Isopoda,26,26,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Orthoptera,3,1,2,0.666666667,,no
8/19/2014,2014,241,4,ME,Bunny,Control,3,Spider,35,34,1,0.028571429,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Amphipoda,7,7,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Coleoptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Collembola,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Diptera,21,21,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Hemiptera,49,47,2,0.040816327,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Isopoda,26,25,1,0.038461538,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Orthoptera,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Spider,23,20,3,0.130434783,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,1,Ticks and Mites,24,24,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Amphipoda,3,2,1,0.333333333,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Collembola,17,17,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Diptera,16,16,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Hemiptera,31,30,1,0.032258065,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Hymenoptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Isopoda,4,4,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Spider,17,16,1,0.058823529,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,2,Ticks and Mites,24,24,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Amphipoda,3,2,1,0.333333333,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Diptera,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Hemiptera,20,20,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Hymenoptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Isopoda,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Snail,6,0,6,1,,no
8/19/2014,2014,241,4,ME,Bunny,Exclosure,3,Spider,25,15,10,0.4,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Coleoptera,1,1,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Hymenoptera,1,1,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Snail,1,0,1,1,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Snail,4,0,4,1,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Spider,3,3,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,1,Spider,3,3,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Coleoptera,1,0,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Hemiptera,2,2,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Isopoda,3,3,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Snail,20,19,1,0.05,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Snail,3,0,3,1,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Spider,22,20,2,0.090909091,,no
5/18/2015,2015,148,1,ME,Bunny,Control,2,Spider,2,2,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,3,Coleoptera,2,1,1,0.5,,no
5/18/2015,2015,148,1,ME,Bunny,Control,3,Hemiptera,4,4,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,3,Spider,1,1,0,0,,no
5/18/2015,2015,148,1,ME,Bunny,Control,3,Spider,3,2,1,0.333333333,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Amphipoda,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Coleoptera,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Diptera,52,52,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Hemiptera,11,11,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Orthoptera,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,1,Spider,6,5,1,0.166666667,,no
6/25/2015,2015,186,2,ME,Bunny,Control,2,Hemiptera,8,7,1,0.125,,no
6/25/2015,2015,186,2,ME,Bunny,Control,2,Orthoptera,4,4,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,2,Spider,6,6,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,3,Diptera,3,3,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,3,Hemiptera,12,12,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,3,Orthoptera,5,3,2,0.4,,no
6/25/2015,2015,186,2,ME,Bunny,Control,3,Spider,12,12,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Control,3,Unknown,1,0,1,1,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Amphipoda,3,3,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Coleoptera,4,4,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Diptera,104,104,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Hemiptera,16,16,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Hymenoptera,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Orthoptera,7,0,7,1,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,1,Spider,6,6,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Amphipoda,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Diptera,25,25,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Hemiptera,26,26,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Orthoptera,4,2,2,0.5,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Snail,1,0,1,1,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,2,Spider,5,5,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,3,Coleoptera,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,3,Diptera,3,3,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,3,Hemiptera,14,14,0,0,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,3,Orthoptera,4,2,2,0.5,,no
6/25/2015,2015,186,2,ME,Bunny,Exclosure,3,Spider,5,5,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,1,Amphipoda,2,2,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,1,Diptera,2,2,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,1,Hemiptera,149,147,2,0.013422819,,no
7/22/2015,2015,213,3,ME,Bunny,Control,1,Orthoptera,14,14,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,1,Spider,8,6,2,0.25,,no
7/22/2015,2015,213,3,ME,Bunny,Control,2,Amphipoda,3,3,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,2,Diptera,3,3,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,2,Hemiptera,61,60,1,0.016393443,,no
7/22/2015,2015,213,3,ME,Bunny,Control,2,Hymenoptera,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,2,Spider,48,45,3,0.0625,,no
7/22/2015,2015,213,3,ME,Bunny,Control,3,Amphipoda,2,0,2,1,,no
7/22/2015,2015,213,3,ME,Bunny,Control,3,Diptera,5,5,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Control,3,Hemiptera,167,160,7,0.041916168,,no
7/22/2015,2015,213,3,ME,Bunny,Control,3,Orthoptera,1,0,1,1,,no
7/22/2015,2015,213,3,ME,Bunny,Control,3,Spider,14,11,3,0.214285714,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,1,Amphipoda,13,12,1,0.076923077,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,1,Diptera,4,4,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,1,Hemiptera,97,97,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,1,Orthoptera,1,0,1,1,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,1,Spider,38,37,1,0.026315789,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,2,Coleoptera,2,2,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,2,Diptera,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,2,Hemiptera,187,187,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,2,Spider,21,21,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Amphipoda,5,5,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Coleoptera,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Coleoptera Larvae,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Diptera,6,6,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Hemiptera,298,298,0,0,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Snail,2,0,2,1,,no
7/22/2015,2015,213,3,ME,Bunny,Exclosure,3,Spider,41,39,2,0.048780488,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Amphipoda,4,2,2,0.5,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Coleoptera Larvae,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Diptera,3,3,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Hemiptera,70,70,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Isopoda,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Bunny,Control,1,Spider,29,27,2,0.068965517,,no
9/4/2015,2015,257,4,ME,Bunny,Control,2,Amphipoda,2,2,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,2,Diptera,4,4,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,2,Hemiptera,104,104,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,2,Isopoda,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,2,Spider,34,31,3,0.088235294,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Amphipoda,5,4,1,0.2,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Coleoptera,6,6,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Diptera,3,3,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Hemiptera,59,59,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Isopoda,16,16,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Control,3,Spider,44,38,6,0.136363636,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,1,Diptera,2,2,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,1,Hemiptera,37,37,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,1,Orthoptera,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,1,Spider,11,5,6,0.545454545,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Amphipoda,4,2,2,0.5,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Colembola,2,2,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Diptera,3,2,1,0.333333333,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Hemiptera,226,226,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Isopoda,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Spider,42,34,8,0.19047619,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,2,Ticks and Mites,3,3,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,3,Amphipoda,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,3,Coleoptera,3,3,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,3,Diptera,3,3,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,3,Hemiptera,138,138,0,0,,no
9/4/2015,2015,257,4,ME,Bunny,Exclosure,3,Spider,24,13,11,0.458333333,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Diptera,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Hemiptera,33,33,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Hemiptera,169,169,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Hymenoptera,3,3,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Isopoda,8,8,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Isopoda,5,5,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Orthoptera,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Snail,12,8,4,0.333333333,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Snail,3,3,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Spider,16,15,1,0.0625,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Spider,4,3,1,0.25,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,1,Unknown,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Hemiptera,65,65,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Hemiptera,250,250,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Isopoda,2,1,1,0.5,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Isopoda,2,2,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Snail,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Snail,2,1,1,0.5,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Spider,5,4,1,0.2,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,2,Spider,4,3,1,0.25,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Diptera,2,2,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Hemiptera,221,221,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Hemiptera,50,50,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Hymenoptera,2,2,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Isopoda,18,15,3,0.166666667,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Isopoda,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Orthoptera,1,1,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Snail,3,1,2,0.666666667,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Snail,6,4,2,0.333333333,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Spider,18,18,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Spider,5,5,0,0,,no
6/6/2014,2014,167,1,ME,Rachel Carson,Control,3,Unknown,1,0,1,1,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,1,Coleoptera,1,1,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,1,Orthoptera,1,1,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,1,Spider,1,0,1,1,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,2,Hymenoptera,1,1,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,2,Orthoptera,1,1,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,2,Snail,1,0,1,1,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,2,Spider,4,4,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,3,Hymenoptera,2,2,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Control,3,Spider,2,2,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Exclosure,1,Snail,2,0,2,1,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Exclosure,2,Hymenoptera,2,2,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Exclosure,2,Isopoda,7,7,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Exclosure,2,Spider,1,1,0,0,,no
6/28/2014,2014,189,2,ME,Rachel Carson,Exclosure,3,Hymenoptera,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Amphipoda,9,9,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Coleoptera,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Diptera,14,14,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Hemiptera,11,11,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Hymenoptera,8,8,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Isopoda,3,2,1,0.333333333,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Orthoptera,2,0,2,1,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Spider,16,15,1,0.0625,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,1,Thysanoptera,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,2,Amphipoda,2,2,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,2,Hemiptera,190,189,1,0.005263158,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,2,Hymenoptera,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,2,Isopoda,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,2,Spider,10,8,2,0.2,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,3,Diptera,3,3,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,3,Hemiptera,85,84,1,0.011764706,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,3,Isopoda,2,2,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Control,3,Orthoptera,2,0,2,1,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Amphipoda,6,4,2,0.333333333,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Coleoptera,5,5,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Diptera,11,11,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Hemiptera,774,773,1,0.00129199,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Hymenoptera,1,1,0,0,,no
